%time,field.x,field.y,field.z,field.w
2829820000000,0.00161595066632,0.0192387165128,-0.000181438520482,0.999813596412
2829839000000,0.00161588922176,0.0192389760798,-0.000181428980852,0.999813591518
2829860000000,0.00161583717681,0.0192388667722,-0.000181440807093,0.999813593704
2829880000000,0.00161588287944,0.0192385448358,-0.000181445289332,0.999813599824
2829900000000,0.00161590760836,0.0192386238278,-0.000181433801428,0.999813598266
2829920000000,0.00161576099226,0.0192385446431,-0.000181447577156,0.999813600024
2829940000000,0.00161577544686,0.0192384494782,-0.000181452833081,0.999813601831
2829960000000,0.00161564595135,0.0192385719946,-0.000181444305226,0.999813599684
2829980000000,0.00161563143761,0.0192388666433,-0.00018145611865,0.999813594036
2830000000000,0.00161550682,0.01923903192,-0.000181464265684,0.999813591055
2830020000000,0.00161569667461,0.0192389658301,-0.000181449305236,0.999813592023
2830040000000,0.00161560575969,0.0192389170605,-0.000181462229419,0.999813593106
2830060000000,0.00161570259803,0.0192388881339,-0.000181465758305,0.999813593506
2830080000000,0.00161555555158,0.0192389273169,-0.000181457350759,0.999813592991
2830100000000,0.00161551172883,0.0192387379354,-0.000181469274349,0.999813596704
2830120000000,0.00161548642049,0.0192388249352,-0.000181475188579,0.999813595069
2830140000000,0.00161533259113,0.0192388496746,-0.000181466841888,0.999813594843
2830160000000,0.00161531974684,0.0192387056499,-0.000181478312324,0.999813597633
2830180000000,0.00161527215657,0.0192387360708,-0.000181484474006,0.999813597124
2830200000000,0.00161529461526,0.0192388133604,-0.000181472762698,0.999813595602
2830220000000,0.00161531220273,0.0192387969749,-0.000181483895477,0.999813595887
2830240000000,0.00161530173524,0.0192387814538,-0.000181489181833,0.999813596202
2830260000000,0.00161545091263,0.0192391517339,-0.000181475373074,0.999813588838
2830280000000,0.00161553326838,0.0192391163345,-0.000181485317727,0.999813589385
2830300000000,0.00161544568252,0.0192389404332,-0.000181491776052,0.99981359291
2830320000000,0.00161560999658,0.0192390651668,-0.00018147731752,0.999813590247
2830340000000,0.00161570523741,0.0192390450632,-0.00018148711191,0.999813590478
2830360000000,0.00161566228035,0.01923887908,-0.000181492625105,0.99981359374
2830380000000,0.00161564258983,0.0192387719954,-0.000181481360464,0.999813595835
2830400000000,0.00161590148674,0.0192387588154,-0.000181488096294,0.999813595669
2830420000000,0.00161604572218,0.0192386603506,-0.000181490004241,0.99981359733
2830438000000,0.00161617341184,0.0192387907785,-0.000181476180451,0.999813594616
2830460000000,0.00161631038092,0.0192386567389,-0.000181485175622,0.999813596972
2830480000000,0.00161624382326,0.0192385602777,-0.00018149103841,0.999813598935
2830500000000,0.0016162617045,0.0192385479746,-0.000181479105659,0.999813599145
2830520000000,0.00161633646403,0.0192386335445,-0.000181490248032,0.999813597376
2830540000000,0.00161634274335,0.0192387475763,-0.000181496271366,0.99981359517
2830560000000,0.00161627000995,0.0192387360532,-0.000181487148854,0.999813595511
2830580000000,0.00161615949821,0.0192387338818,-0.000181500899871,0.999813595729
2830600000000,0.00161630138871,0.0192385522876,-0.000181510996136,0.999813598992
2830620000000,0.00161607863072,0.0192386293674,-0.000182785809117,0.999813597637
2830640000000,0.00161613742632,0.0192386457091,-0.000182476784396,0.999813597284
2830660000000,0.0016160630612,0.0192386124328,-0.00018231113214,0.999813598074
2830680000000,0.00161630231136,0.0192384086837,-0.000182180731572,0.999813601632
2830700000000,0.00161622525273,0.019238416733,-0.000182079640602,0.99981360162
2830720000000,0.00161629932669,0.0192381296831,-0.000181988745494,0.99981360704
2830740000000,0.00161627643769,0.0192380035013,-0.000181907889603,0.99981360952
2830760000000,0.00161638409373,0.0192380737617,-0.000181829202269,0.999813608008
2830780000000,0.0016165415245,0.0192380866735,-0.000181752156855,0.999813607519
2830800000000,0.00161643015806,0.0192382404919,-0.000181685091971,0.999813604752
2830820000000,0.00161648047997,0.0192381659951,-0.000181656373519,0.999813606109
2830840000000,0.00161662907526,0.0192381981485,-0.000181857427211,0.999813605214
2830860000000,0.00161665804954,0.0192380090533,-0.000182020542474,0.999813608776
2830880000000,0.00161672616245,0.0192378680771,-0.000181847012883,0.99981361141
2830900000000,0.00161684646285,0.0192380376157,-0.000181950679983,0.999813607934
2830920000000,0.00161672460491,0.0192380902798,-0.000182297265334,0.999813607055
2830940000000,0.00161696043379,0.0192381035414,-0.000182446417219,0.999813606391
2830959000000,0.00161704024371,0.0192379896148,-0.000182519836404,0.999813608441
2830982000000,0.00161688858751,0.019238152172,-0.000182560209192,0.999813605551
2831000000000,0.00161682620923,0.0192379996753,-0.000182579923289,0.999813608582
2831020000000,0.00161690734729,0.0192380020988,-0.000182587975935,0.999813608403
2831040000000,0.00161718722059,0.0192381425059,-0.000182587926657,0.999813605249
2831060000000,0.00161741569836,0.0192380518814,-0.000182586388868,0.999813606623
2831080000000,0.00161750362759,0.0192381032836,-0.00018258668876,0.999813605492
2831100000000,0.00161744203733,0.0192380318795,-0.000182589214498,0.999813606965
2831119000000,0.00161760343105,0.0192381453798,-0.000182587489192,0.99981360452
2831140000000,0.00161743456877,0.0192383186808,-0.000182592137818,0.999813601458
2831160000000,0.00161747021098,0.0192383436935,-0.000182575827951,0.999813600922
2831180000000,0.00161753742729,0.0192384698062,-0.000182396516845,0.999813598419
2831200000000,0.00161754882943,0.0192386485891,-0.000182241778593,0.999813594989
2831219000000,0.00161755404978,0.0192385699789,-0.000182172656191,0.999813596505
2831240000000,0.00161753760936,0.0192386755994,-0.0001821279828,0.999813594508
2831260000000,0.00161753829271,0.0192385907848,-0.000182121031179,0.99981359614
2831280000000,0.00161748314842,0.0192383940209,-0.000182121224818,0.999813600015
2831300000000,0.00161756101358,0.0192385358939,-0.000182105988896,0.999813597162
2831320000000,0.00161766610541,0.0192385536692,-0.00018211229538,0.999813596649
2831340000000,0.00161764447517,0.0192385182816,-0.000182118921294,0.999813597364
2831360000000,0.00161757051826,0.0192386556446,-0.000182109677556,0.999813594842
2831380000000,0.00161763880282,0.0192384570159,-0.000182118036641,0.999813598552
2831400000000,0.00161752513957,0.0192385582599,-0.000182127153602,0.999813596786
2831419000000,0.00161747063331,0.0192386875976,-0.000182117763589,0.999813594387
2831440000000,0.00161736150863,0.0192386455157,-0.000182130002042,0.999813595371
2831459000000,0.00161737225882,0.01923849405,-0.000182136321222,0.999813598267
2831480000000,0.00161727997609,0.0192388256038,-0.000182127874505,0.999813592038
2831498000000,0.00161720440279,0.0192388112443,-0.000182139635834,0.999813592435
2831520000000,0.00161731299552,0.0192387939128,-0.000182144110672,0.999813592592
2831540000000,0.00161731337509,0.0192389683078,-0.000182133612301,0.999813589237
2831560000000,0.0016173272723,0.0192390573441,-0.000182143904437,0.999813587499
2831579000000,0.00161738906721,0.019238925932,-0.000182148988804,0.999813589927
2831600000000,0.00161723370977,0.0192391149213,-0.000182141428878,0.999813586543
2831620000000,0.00161720481446,0.0192390450486,-0.000182152446987,0.999813587933
2831639000000,0.00161732062588,0.0192387838023,-0.000182156187713,0.999813592772
2831660000000,0.0016174224572,0.0192389165907,-0.000182143547186,0.999813590054
2831680000000,0.00161754294114,0.0192388577101,-0.000182151817513,0.999813590991
2831700000000,0.00161766801144,0.0192389518879,-0.00018215570639,0.999813588975
2831720000000,0.00161776412895,0.0192391490332,-0.000182143192059,0.999813585029
2831740000000,0.00161769959388,0.0192392446285,-0.000182155318692,0.999813583291
2831760000000,0.00161759833081,0.0192390913301,-0.00018216310172,0.999813586404
2831779000000,0.0016175252738,0.0192391715798,-0.000182153619738,0.999813584979
2831800000000,0.00161771782709,0.0192391079084,-0.000182160703415,0.999813585892
2831820000000,0.00161787560673,0.019238866321,-0.000182163269798,0.999813590285
2831839000000,0.00161785199428,0.0192390690582,-0.000182152934422,0.999813586423
2831860000000,0.00161798150098,0.0192389659577,-0.000182161275057,0.999813588196
2831880000000,0.00161799527427,0.0192387892834,-0.000182166568096,0.999813591573
2831900000000,0.00161786068507,0.0192391106104,-0.000182158457641,0.999813585609
2831920000000,0.00161782912452,0.0192392212253,-0.000182170262837,0.999813583529
2831940000000,0.00161788199743,0.0192391278067,-0.00018217479255,0.99981358524
2831960000000,0.00161794354291,0.0192392649748,-0.000182162618846,0.999813582504
2831980000000,0.00161801069789,0.0192390919097,-0.000182172251984,0.999813585723
2832000000000,0.00161812906974,0.0192390219529,-0.000182175437108,0.999813586877
2832020000000,0.00161807056781,0.0192392526986,-0.000182165634282,0.999813582534
2832040000000,0.00161820122167,0.0192391118787,-0.000182174177974,0.99981358503
2832060000000,0.00161822170317,0.0192389979823,-0.000182179072064,0.999813587188
2832080000000,0.00161812827475,0.0192389600985,-0.000182169538665,0.99981358807
2832100000000,0.00161800031994,0.019238752828,-0.00018218304879,0.999813592263
2832119000000,0.00161798356047,0.0192385747986,-0.00018218846439,0.999813595715
2832140000000,0.00161807114348,0.0192385598152,-0.000182175433465,0.999813595864
2832160000000,0.00161792722976,0.0192385510152,-0.000182189590211,0.999813596263
2832179000000,0.0016182224219,0.0192383642781,-0.000182188896203,0.999813599379
2832200000000,0.00161809740827,0.0192383458214,-0.000182179896154,0.999813599938
2832220000000,0.00161811921854,0.0192383828084,-0.000182191011081,0.999813599189
2832238000000,0.00161818355879,0.019238402524,-0.000182194914457,0.999813598705
2832260000000,0.00161820769404,0.0192383838745,-0.000182183006456,0.999813599027
2832280000000,0.00161830584939,0.019238347495,-0.000182192640844,0.999813599566
2832300000000,0.00161850428053,0.0192382547251,-0.000182193721915,0.99981360103
2832320000000,0.00161837510799,0.0192382652519,-0.000182184754505,0.999813601038
2832340000000,0.0016185879809,0.0192384461545,-0.000182192544727,0.999813597211
2832360000000,0.00161881859895,0.0192386788483,-0.000182193328025,0.99981359236
2832380000000,0.00161882758952,0.0192388504339,-0.000182181875763,0.999813589046
2832400000000,0.00161884071496,0.0192388902542,-0.000182193394782,0.999813588256
2832419000000,0.00161876383774,0.0192387022618,-0.000182199440828,0.999813591997
2832440000000,0.00161877890542,0.0192388957196,-0.000182187863744,0.999813588252
2832460000000,0.0016187766249,0.0192387246661,-0.000182199480162,0.999813591545
2832480000000,0.00161876900808,0.0192385837693,-0.000182204160956,0.999813594268
2832500000000,0.00161888265684,0.0192385504276,-0.000182190362672,0.999813594728
2832520000000,0.00161879797839,0.0192386591449,-0.00018220390752,0.999813592771
2832540000000,0.00161893525225,0.0192388262439,-0.00018221851156,0.99981358933
2832560000000,0.00161880577092,0.0192388758997,-0.000182212888873,0.999813588586
2832579000000,0.00160428017443,0.0192405848186,-0.000181981283605,0.999813579156
2832600000000,0.00161872711599,0.0192388319295,-0.000183261723953,0.999813589367
2832620000000,0.00161843519727,0.0192388946188,-0.000183076005093,0.999813588668
2832640000000,0.00161830776454,0.0192386175606,-0.000182940739731,0.99981359423
2832660000000,0.00161827636622,0.0192384099529,-0.000182831626527,0.999813598296
2832680000000,0.00161793970145,0.0192383839969,-0.000182744789266,0.999813599356
2832700000000,0.00161791530887,0.0192384665012,-0.000182661711866,0.999813597823
2832720000000,0.00161788943792,0.0192385045353,-0.000182584102324,0.999813597147
2832740000000,0.00161788334629,0.0192384686986,-0.000182509062072,0.99981359786
2832760000000,0.00161798744971,0.019238371309,-0.000182434926338,0.999813599579
2832780000000,0.00161813554389,0.0192381839075,-0.00018237713817,0.999813602956
2832800000000,0.00161805575138,0.0192385272454,-0.00018249479381,0.999813596457
2832819000000,0.00161820009046,0.0192385714282,-0.00018272572191,0.999813595331
2832840000000,0.00161827320505,0.019238523098,-0.000182893063572,0.999813596112
2832860000000,0.00161834532526,0.0192383848268,-0.000182385822643,0.999813598749
2832879000000,0.00161838336831,0.0192383356816,-0.000182931741893,0.999813599533
2832900000000,0.00161839481039,0.0192385228475,-0.000183134364178,0.999813595876
2832920000000,0.00161845874707,0.0192385752885,-0.000183229899117,0.999813594746
2832940000000,0.00161849710222,0.0192385856379,-0.000183276922815,0.999813594476
2832960000000,0.00161843068406,0.0192384632662,-0.000183301897321,0.999813596934
2832980000000,0.0016184630384,0.0192383142272,-0.000183313219046,0.999813599747
2833000000000,0.0016185827925,0.0192383636242,-0.000183317370258,0.999813598602
2833019000000,0.00161839661046,0.019238446692,-0.000183324631489,0.999813597304
2833040000000,0.00161845189433,0.0192385241075,-0.000183325891763,0.999813595724
2833059000000,0.00161824527097,0.0192386472849,-0.000183331601189,0.999813593688
2833082000000,0.00161825033603,0.0192385562924,-0.000183332684768,0.99981359543
2833100000000,0.00161831709052,0.0192385812397,-0.000183332969167,0.999813594842
2833120000000,0.00161842021711,0.0192382440571,-0.000179861984935,0.999813601793
2833139000000,0.00160941390231,0.0190679091048,-9.05657092478e-05,0.999816891449
2833160000000,0.0016527734809,0.019235654934,0.00127988735328,0.99981279238
2833180000000,0.00175510030705,0.0192212584304,0.00637823283291,0.999793369148
2833200000000,0.00189483919959,0.0191463459394,0.0142430229067,0.999713440602
2833220000000,0.00217790248339,0.0191640861827,0.0249836757849,0.999501781132
2833240000000,0.00233490171051,0.0213777128787,0.035793620241,0.999127798821
2833260000000,0.00238823523453,0.0230896953958,0.0445515919372,0.99873736185
2833280000000,0.00253833113948,0.0217750672121,0.0487582899114,0.998569993785
2833300000000,0.00258495515918,0.0188845826049,0.0495461691297,0.998589939701
2833320000000,0.00264917505341,0.0191536823022,0.0495552436051,0.998584195828
2833340000000,0.00268135993751,0.0191491788338,0.0495493608998,0.99858448821
2833363000000,0.00265800991931,0.0191495687806,0.0495373988374,0.998585136638
2833380000000,0.00265642307339,0.0191279098467,0.049526665796,0.998586088355
2833400000000,0.0026540981144,0.0191264550113,0.0495171971022,0.998586591975
2833420000000,0.00265139150576,0.0191405398677,0.0495064146681,0.998586863905
2833440000000,0.00265438255365,0.0191657752539,0.0494960617865,0.998586885143
2833460000000,0.0026588218722,0.0191726501103,0.0494874618465,0.998587167589
2833480000000,0.00264272325483,0.0191451220802,0.0494758572772,0.998588313501
2833503000000,0.00262579358899,0.0191384127717,0.0494671997831,0.998588915676
2833520000000,0.00264607807422,0.0191324698987,0.0494561448991,0.998589523577
2833540000000,0.00266181985077,0.0191414370168,0.0494451422672,0.99858985475
2833560000000,0.0026866017727,0.0191613199704,0.0494346819911,0.998589924946
2833580000000,0.0026678870943,0.0191528029518,0.049424976674,0.998590618922
2833600000000,0.00264691896997,0.0191364526161,0.0494144101027,0.998591511117
2833620000000,0.00264249832777,0.0191303610927,0.0494053332506,0.99859208866
2833640000000,0.00263692281568,0.019139564205,0.0493951255948,0.99859243202
2833659000000,0.00265694859324,0.019153576458,0.0493840777705,0.99859265669
2833678000000,0.00266763131674,0.0191716039546,0.0493752469003,0.998592718949
2833700000000,0.0025559938474,0.0189738139364,0.049466947757,0.9985922503
2833720000000,0.00262987110154,0.0182918856894,0.0504580010528,0.998555196685
2833740000000,0.00271183088201,0.0190412309632,0.0535238864269,0.998381325486
2833760000000,0.00279083455961,0.0188751131289,0.0602746157839,0.997999454929
2833780000000,0.00299259418855,0.0187776941048,0.0702950135388,0.997345002322
2833800000000,0.00336624052388,0.0188981520624,0.0823632254125,0.996417496521
2833820000000,0.00375632104079,0.0190834595429,0.0943045532769,0.995353385916
2833840000000,0.00401952277345,0.0190549303304,0.106082762587,0.994166585914
2833859000000,0.004271307883,0.0190310232237,0.117698408552,0.992857825022
2833880000000,0.00451132473324,0.0189997955909,0.129172043884,0.991429896057
2833900000000,0.00474102754036,0.0189705002266,0.140522910237,0.989884313684
2833920000000,0.00499163522835,0.0189305811768,0.151688712916,0.988234410981
2833940000000,0.00521295108101,0.0189027017155,0.16269131405,0.986482158653
2833960000000,0.00543674241305,0.0188667558449,0.173563310473,0.984626967239
2833980000000,0.00568203682716,0.018826634617,0.184263988585,0.982680036837
2834000000000,0.00589443202523,0.0187899847758,0.194806554061,0.980643971397
2834020000000,0.00611103812005,0.018752196517,0.20520035774,0.978521243266
2834040000000,0.00635069774288,0.0187111248752,0.215444712439,0.976316105739
2834060000000,0.00655671075772,0.0186715745352,0.225544144149,0.974031940384
2834080000000,0.00676705388493,0.0186312042934,0.235499625738,0.971672275763
2834100000000,0.00700063397612,0.0185891076963,0.245311530123,0.969240779883
2834120000000,0.00720054301705,0.0185482644378,0.254983595506,0.96674064779
2834140000000,0.00740488829752,0.0185059336265,0.264516424193,0.964175170486
2834160000000,0.00763326371512,0.0184652061898,0.273941242952,0.961538852494
2834180000000,0.00784201925526,0.0184232962526,0.283253196352,0.958836123457
2834200000000,0.00804893653211,0.0183814497273,0.29242762789,0.956077099074
2834221000000,0.00825366725901,0.0183396279319,0.301466866938,0.953264529479
2834240000000,0.00845628953566,0.0182979469506,0.310372320688,0.950401335676
2834260000000,0.0086568138648,0.0182560253077,0.319145253275,0.947490413897
2834276000000,0.00883194624112,0.0182082337785,0.327770711713,0.944540532477
2834300000000,0.00904855590759,0.0181687211825,0.336260014145,0.941550436298
2834320000000,0.00923145971138,0.0181276699865,0.344626724063,0.93851935984
2834340000000,0.00942285218489,0.0180861575352,0.352867893119,0.935450881002
2834360000000,0.00961174008066,0.0180450232136,0.360981115907,0.932348982704
2834378000000,0.00979843825322,0.01800411912,0.368967170624,0.929216373782
2834401000000,0.00998275163228,0.0179635081836,0.376826933166,0.926055678393
2834420000000,0.0101646258744,0.0179234298944,0.384561233003,0.9228694865
2834440000000,0.0103443995442,0.0178836591963,0.392170884828,0.919660353187
2834460000000,0.0105221268363,0.0178443511071,0.399656686114,0.916430792382
2834480000000,0.0106978347422,0.0178056388661,0.40701944515,0.913183271215
2834500000000,0.0108716423732,0.0177676430875,0.414259994467,0.909920202675
2834520000000,0.0110434654829,0.0177304291958,0.421379193576,0.906643948291
2834540000000,0.0112134593374,0.017693981565,0.428377933176,0.903356810853
2834560000000,0.0113818351144,0.0176585923089,0.435257120375,0.900061035214
2834580000000,0.011548484856,0.0176241743033,0.442017679432,0.896758826021
2834600000000,0.011713135583,0.017590889567,0.448656879128,0.893454177823
2834620000000,0.0118764637702,0.0175588238655,0.455177964368,0.890148110186
2834640000000,0.0120382509523,0.0175277317233,0.461583058131,0.88684211649
2834659000000,0.0121989635588,0.0174980653753,0.467873469449,0.883538012528
2834680000000,0.0123581226308,0.0174696506422,0.474048447697,0.880238693394
2834700000000,0.0125155524625,0.017442496136,0.480106954114,0.876947223547
2834720000000,0.0126719515971,0.0174169055119,0.486055153296,0.873662670028
2834740000000,0.0128271365842,0.0173929633926,0.491892295565,0.870387798028
2834760000000,0.0129812030753,0.0173706545036,0.497619321012,0.867124420187
2834780000000,0.0131340841723,0.0173497932674,0.503237298937,0.863874239381
2834799000000,0.0132860059765,0.0173306445336,0.508747509726,0.86063877565
2834820000000,0.0134367195917,0.0173131908826,0.514152375651,0.857418825663
2834840000000,0.013584731936,0.0171437937078,0.519488166111,0.854197629748
2834860000000,0.0137320742854,0.0168791104047,0.524688855618,0.851015940249
2834879000000,0.0138808643568,0.0166151945348,0.529783741136,0.847856382027
2834900000000,0.0140311495433,0.0163521694267,0.534773967869,0.844720389648
2834920000000,0.0141829405235,0.016089876204,0.539660534502,0.841609450744
2834941000000,0.0143409747647,0.0158167587444,0.544625156618,0.838407779881
2834966000000,0.0139185385477,0.0164199621702,0.551417449194,0.833951710743
2834980000000,0.0130312919812,0.0177147534354,0.555486492395,0.831234701939
2835000000000,0.0135097874461,0.0169941735379,0.555564606952,0.831189900812
2835020000000,0.0146306193975,0.0133236377247,0.555527084202,0.831262945386
2835040000000,0.0147584648914,0.0113271345825,0.555500644728,0.83130795584
2835060000000,0.014626908604,0.0127566219885,0.555492194298,0.831295220854
2835080000000,0.0145966941669,0.0144220513203,0.555462574684,0.831288318864
2835100000000,0.0153519101112,0.0104272101623,0.555150900268,0.831542584644
2835120000000,0.0177793237707,0.0067949971018,0.554552635047,0.831930945826
2835140000000,0.0178506921976,0.00684494719293,0.554539994436,0.83193743398
2835163000000,0.0153970412057,0.010766746646,0.554610742803,0.831897789549
2835180000000,0.0136078723217,0.0168540324388,0.554694368421,0.831772159334
2835200000000,0.00867706654865,0.0242521051159,0.554633044383,0.831696296728
2835220000000,0.00446314471855,0.0305683971667,0.554706370805,0.831472486389
2835240000000,0.00258750365278,0.0333787004949,0.554733570599,0.831354216221
2835260000000,0.00303493715676,0.0327075636244,0.554743341469,0.83137285831
2835280000000,0.00581019968623,0.0285476208566,0.55473227306,0.831518719061
2835300000000,0.0109377761349,0.0208603864404,0.55466556559,0.831739935124
2835320000000,0.0155045752787,0.0108657743609,0.554525209068,0.831951522386
2835342000000,0.0173983810161,0.00800093568802,0.554524532623,0.831947007979
2835360000000,0.0167795584854,0.00893317779892,0.554542849723,0.831938022074
2835380000000,0.0150798695917,0.0135497275776,0.554595834346,0.831872864651
2835400000000,0.0143061907175,0.0157855865676,0.554693049547,0.831782284584
2835420000000,0.0150587757507,0.014091302837,0.554659408504,0.831821861347
2835440000000,0.0151301521117,0.0117606801793,0.554634535554,0.831873365886
2835460000000,0.0151195004581,0.0118217402057,0.554624886583,0.831879127246
2835480000000,0.0150856642187,0.0132208440931,0.554620819715,0.831861393716
2835500000000,0.014965904271,0.0148220617045,0.554633456866,0.831828141337
2835520000000,0.0150632737326,0.014140377707,0.554635225438,0.831837071911
2835540000000,0.01507129337,0.0138106381437,0.554620738221,0.831852125757
2835560000000,0.015065101249,0.0140594274373,0.554612331133,0.831853675462
2835580000000,0.0150355009658,0.0147163474177,0.554610129855,0.831844316379
2835600000000,0.0150551296455,0.0144747747229,0.554604108763,0.831852214345
2835618000000,0.0150324450994,0.014676926687,0.554599023107,0.83185247309
2835640000000,0.0150493089473,0.0146944735974,0.554592365208,0.831856297205
2835660000000,0.0151331819227,0.0120462365175,0.554613663819,0.831883140168
2835680000000,0.0180752409481,0.00717416938179,0.553775866368,0.832438650464
2835700000000,0.0198313201605,0.00473577685895,0.553622141729,0.832518357362
2835720000000,0.0190857124582,0.0060846365856,0.553647394561,0.832510225326
2835740000000,0.0157900926279,0.0112868164034,0.553748955277,0.832457431512
2835760000000,0.0144332720786,0.0156186547192,0.5538803787,0.832324614783
2835780000000,0.0146648719264,0.0152719947349,0.553896279285,0.832316417898
2835803000000,0.0158227938807,0.0118116010259,0.553857698253,0.83237718335
2835820000000,0.0159284211227,0.0121892292648,0.553876527137,0.832357195426
2835838000000,0.0158789676909,0.0134482919641,0.553915107062,0.832313075709
2835860000000,0.0161428371923,0.0123953589983,0.55389343563,0.83233876868
2835880000000,0.0162246197248,0.0124344457974,0.553873136268,0.832350103739
2835900000000,0.016308667384,0.0126928390359,0.553875155098,0.832343217532
2835920000000,0.01642516346,0.012321047063,0.553859811327,0.832356723527
2835940000000,0.0165369417715,0.0123876122172,0.553855191219,0.832356596526
2835960000000,0.01657211714,0.0124086648312,0.553851783685,0.832357850735
2835980000000,0.0165722232568,0.0124085918006,0.553852537953,0.832357347819
2836000000000,0.0165723857885,0.012408636298,0.553852875954,0.832357119013
2836020000000,0.0165723624113,0.012408570206,0.553853012765,0.832357029429
2836040000000,0.0165729048096,0.0124078975135,0.553853637633,0.832356612869
2836060000000,0.0165729265335,0.0124079464628,0.553853698975,0.832356570889
2836079000000,0.0165728121217,0.0124080050185,0.553853858137,0.832356466387
2836099000000,0.0165730056159,0.0124077884102,0.553854001746,0.832356370205
2836120000000,0.0165731619327,0.012407568729,0.553854219782,0.832356225285
2836140000000,0.0165731538694,0.0124074804693,0.55385440767,0.83235610174
2836160000000,0.0165732932827,0.0124077201235,0.553854542967,0.832356005364
2836180000000,0.0165733303135,0.0124077236119,0.55385455988,0.832355993321
2836200000000,0.0165733238601,0.0124077553835,0.553854544364,0.8323560033
2836219000000,0.0165732083489,0.0124074328164,0.553854558804,0.8323560008
2836240000000,0.0165730665289,0.0124075102647,0.553854695287,0.832355911653
2836260000000,0.0165731202052,0.0124074115272,0.553854766414,0.832355864728
2836280000000,0.016573113732,0.0124073446661,0.553854809044,0.832355837487
2836300000000,0.0165729645221,0.0124075501255,0.553854833682,0.832355821001
2836320000000,0.0165730699708,0.0124078157752,0.553854837258,0.832355812562
2836340000000,0.0165729756918,0.0124079416258,0.55385482312,0.832355821971
2836360000000,0.016572906252,0.0124079066123,0.553854818182,0.832355827161
2836379000000,0.0165729586812,0.0124077080959,0.553854815339,0.832355830968
